day_order,day,tray_no,tray,logical_key,capture_id,status,error,output_d,output_ms_g,output_ms_r,output_ms_re,output_ms_nir,standard_width,standard_height
2,Day 2,3,Tray 3,0003,DJI_20260620131152_0003,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 3\DJI_20260620131152_0003_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 3\DJI_20260620131152_0003_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 3\DJI_20260620131152_0003_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 3\DJI_20260620131152_0003_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 3\DJI_20260620131152_0003_MS_NIR.TIF,1200,840
2,Day 2,4,Tray 4,0004,DJI_20260620131233_0004,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 4\DJI_20260620131233_0004_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 4\DJI_20260620131233_0004_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 4\DJI_20260620131233_0004_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 4\DJI_20260620131233_0004_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 4\DJI_20260620131233_0004_MS_NIR.TIF,1200,840
2,Day 2,5,Tray 5,0005,DJI_20260620131340_0005,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 5\DJI_20260620131340_0005_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 5\DJI_20260620131340_0005_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 5\DJI_20260620131340_0005_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 5\DJI_20260620131340_0005_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 5\DJI_20260620131340_0005_MS_NIR.TIF,1200,840
2,Day 2,6,Tray 6,0006,DJI_20260620131437_0006,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 6\DJI_20260620131437_0006_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 6\DJI_20260620131437_0006_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 6\DJI_20260620131437_0006_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 6\DJI_20260620131437_0006_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 6\DJI_20260620131437_0006_MS_NIR.TIF,1200,840
2,Day 2,7,Tray 7,0007,DJI_20260620131539_0007,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 7\DJI_20260620131539_0007_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 7\DJI_20260620131539_0007_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 7\DJI_20260620131539_0007_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 7\DJI_20260620131539_0007_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 7\DJI_20260620131539_0007_MS_NIR.TIF,1200,840
2,Day 2,8,Tray 8,0008,DJI_20260620131623_0008,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 8\DJI_20260620131623_0008_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 8\DJI_20260620131623_0008_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 8\DJI_20260620131623_0008_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 8\DJI_20260620131623_0008_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 8\DJI_20260620131623_0008_MS_NIR.TIF,1200,840
3,Day 3,4,Tray 4,0004,DJI_20260621125808_0004,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 4\DJI_20260621125808_0004_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 4\DJI_20260621125808_0004_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 4\DJI_20260621125808_0004_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 4\DJI_20260621125808_0004_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 4\DJI_20260621125808_0004_MS_NIR.TIF,1200,840
3,Day 3,5,Tray 5,0005,DJI_20260621125931_0005,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 5\DJI_20260621125931_0005_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 5\DJI_20260621125931_0005_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 5\DJI_20260621125931_0005_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 5\DJI_20260621125931_0005_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 5\DJI_20260621125931_0005_MS_NIR.TIF,1200,840
3,Day 3,7,Tray 7,0007,DJI_20260621130015_0007,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 7\DJI_20260621130015_0007_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 7\DJI_20260621130015_0007_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 7\DJI_20260621130015_0007_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 7\DJI_20260621130015_0007_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 7\DJI_20260621130015_0007_MS_NIR.TIF,1200,840
3,Day 3,9,Tray 9,0009,DJI_20260621130058_0009,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 9\DJI_20260621130058_0009_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 9\DJI_20260621130058_0009_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 9\DJI_20260621130058_0009_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 9\DJI_20260621130058_0009_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 3\Tray 9\DJI_20260621130058_0009_MS_NIR.TIF,1200,840
4,Day 4,1,Tray 1,0001,DJI_20260622122222_0001,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 1\DJI_20260622122222_0001_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 1\DJI_20260622122222_0001_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 1\DJI_20260622122222_0001_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 1\DJI_20260622122222_0001_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 1\DJI_20260622122222_0001_MS_NIR.TIF,1200,840
4,Day 4,2,Tray 2,0002,DJI_20260622122329_0002,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 2\DJI_20260622122329_0002_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 2\DJI_20260622122329_0002_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 2\DJI_20260622122329_0002_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 2\DJI_20260622122329_0002_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 2\DJI_20260622122329_0002_MS_NIR.TIF,1200,840
4,Day 4,3,Tray 3,0003,DJI_20260622122437_0003,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 3\DJI_20260622122437_0003_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 3\DJI_20260622122437_0003_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 3\DJI_20260622122437_0003_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 3\DJI_20260622122437_0003_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 3\DJI_20260622122437_0003_MS_NIR.TIF,1200,840
4,Day 4,5,Tray 5,0005,DJI_20260622122624_0005,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 5\DJI_20260622122624_0005_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 5\DJI_20260622122624_0005_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 5\DJI_20260622122624_0005_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 5\DJI_20260622122624_0005_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 5\DJI_20260622122624_0005_MS_NIR.TIF,1200,840
4,Day 4,6,Tray 6,0006,DJI_20260622122657_0006,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 6\DJI_20260622122657_0006_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 6\DJI_20260622122657_0006_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 6\DJI_20260622122657_0006_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 6\DJI_20260622122657_0006_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 6\DJI_20260622122657_0006_MS_NIR.TIF,1200,840
4,Day 4,7,Tray 7,0007,DJI_20260622122752_0007,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 7\DJI_20260622122752_0007_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 7\DJI_20260622122752_0007_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 7\DJI_20260622122752_0007_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 7\DJI_20260622122752_0007_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 7\DJI_20260622122752_0007_MS_NIR.TIF,1200,840
4,Day 4,8,Tray 8,0008,DJI_20260622122838_0008,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 8\DJI_20260622122838_0008_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 8\DJI_20260622122838_0008_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 8\DJI_20260622122838_0008_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 8\DJI_20260622122838_0008_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 4\Tray 8\DJI_20260622122838_0008_MS_NIR.TIF,1200,840
9,Day 9,1,Tray 1,0001,DJI_20260627101229_0001,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 9\Tray 1\DJI_20260627101229_0001_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 9\Tray 1\DJI_20260627101229_0001_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 9\Tray 1\DJI_20260627101229_0001_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 9\Tray 1\DJI_20260627101229_0001_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 9\Tray 1\DJI_20260627101229_0001_MS_NIR.TIF,1200,840
9,Day 9,3,Tray 3,0003,DJI_20260627101610_0003,PASS,,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 9\Tray 3\DJI_20260627101610_0003_D.JPG,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 9\Tray 3\DJI_20260627101610_0003_MS_G.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 9\Tray 3\DJI_20260627101610_0003_MS_R.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 9\Tray 3\DJI_20260627101610_0003_MS_RE.TIF,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Second Trial\01_Crop_Dual_Reference\Day 9\Tray 3\DJI_20260627101610_0003_MS_NIR.TIF,1200,840
